Store,Date,Type,Week,Scaled_Week,Weekly Sales (Million),Holiday,Super Bowl,Labor Day,Thanksgiving,Before Christmas,Christmas,Time Period,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Log of Weekly Sales (Million)
1,2010-07-23,A,29,0.5576923076923077,1.3850651999999999,,0,0,0,0,0,25,83.36,2.608,,,,,,211.2351443,7.787,0.3257472143435448
1,2010-07-30,A,30,0.5769230769230769,1.3719866,,0,0,0,0,0,26,81.84,2.64,,,,,,211.3699032,7.787,0.31625976249215
1,2010-08-06,A,31,0.5961538461538461,1.60549178,,0,0,0,0,0,27,87.16,2.627,,,,,,211.5046621,7.787,0.4734301146339822
1,2010-08-13,A,32,0.6153846153846154,1.50823776,,0,0,0,0,0,28,87.0,2.692,,,,,,211.6394211,7.787,0.41094192294031456
1,2010-08-20,A,33,0.6346153846153846,1.51308049,,0,0,0,0,0,29,86.65,2.664,,,,,,211.6033633,7.787,0.4141476323337036
1,2010-08-27,A,34,0.6538461538461539,1.44914292,,0,0,0,0,0,30,85.22,2.619,,,,,,211.5673056,7.787,0.37097229201495013
1,2010-09-03,A,35,0.6730769230769231,1.54016353,,0,0,0,0,0,31,81.21,2.577,,,,,,211.5312479,7.787,0.43188859909964644
1,2010-09-10,A,36,0.6923076923076923,1.50746069,Labor Day,0,1,0,0,0,32,78.69,2.565,,,,,,211.4951902,7.787,0.4104265729939708
1,2010-09-17,A,37,0.7115384615384616,1.4303786699999999,,0,0,0,0,0,33,82.11,2.582,,,,,,211.5224596,7.787,0.3579392134131772
1,2010-09-24,A,38,0.7307692307692307,1.35179103,,0,0,0,0,0,34,80.94,2.624,,,,,,211.5972246,7.787,0.30143040206511923
1,2010-10-01,A,39,0.75,1.4533295,,0,0,0,0,0,35,71.89,2.603,,,,,,211.6719895,7.838,0.37385713107467583
1,2010-10-08,A,40,0.7692307692307693,1.50823993,,0,0,0,0,0,36,63.93,2.633,,,,,,211.7467544,7.838,0.41094336170447787
1,2010-10-15,A,41,0.7884615384615384,1.4594091,,0,0,0,0,0,37,67.18,2.72,,,,,,211.8137436,7.838,0.378031627769164
1,2010-10-22,A,42,0.8076923076923077,1.345454,,0,0,0,0,0,38,69.86,2.725,,,,,,211.8612937,7.838,0.2967315025662112
1,2010-10-29,A,43,0.8269230769230769,1.38420922,,0,0,0,0,0,39,69.64,2.716,,,,,,211.9088438,7.838,0.3251290162905974
1,2010-11-05,A,44,0.8461538461538461,1.55165928,,0,0,0,0,0,40,58.74,2.689,,,,,,211.9563939,7.838,0.4393248615769795
1,2010-11-12,A,45,0.8653846153846154,1.49447949,,0,0,0,0,0,41,59.61,2.728,,,,,,212.003944,7.838,0.4017779789942895
1,2010-11-19,A,46,0.8846153846153846,1.48378418,,0,0,0,0,0,42,51.41,2.771,,,,,,211.8896737,7.838,0.39459570290219026
1,2010-11-26,A,47,0.9038461538461539,1.95562411,Thanksgiving,0,0,1,0,0,43,64.52,2.735,,,,,,211.7484333,7.838,0.6707093803434307
1,2010-12-03,A,48,0.9230769230769231,1.5480337800000001,,0,0,0,0,0,44,49.27,2.708,,,,,,211.607193,7.838,0.43698559663487185
1,2010-12-10,A,49,0.9423076923076923,1.68261426,,0,0,0,0,0,45,46.33,2.843,,,,,,211.4659526,7.838,0.5203486910778626
1,2010-12-17,A,50,0.9615384615384616,1.89103493,,0,0,0,0,0,46,49.84,2.869,,,,,,211.4053124,7.838,0.6371242612138115
1,2010-12-24,A,51,0.9807692307692307,2.3879502,,0,0,0,1,0,47,52.33,2.886,,,,,,211.4051222,7.838,0.8704353410415456
1,2010-12-31,A,52,1.0,1.36732001,Christmas,0,0,0,0,1,48,48.43,2.943,,,,,,211.4049321,7.838,0.3128526269073021
1,2011-01-07,A,1,0.019230769230769232,1.44473228,,0,0,0,0,0,49,48.27,2.976,,,,,,211.4047419,7.742,0.3679240310427656
1,2011-01-14,A,2,0.038461538461538464,1.39101396,,0,0,0,0,0,50,35.4,2.983,,,,,,211.4574109,7.742,0.3300329488363091
1,2011-01-21,A,3,0.057692307692307696,1.3274054199999998,,0,0,0,0,0,51,44.04,3.016,,,,,,211.8272343,7.742,0.28322622489145827
1,2011-01-28,A,4,0.07692307692307693,1.3168993100000002,,0,0,0,0,0,52,43.83,3.01,,,,,,212.1970577,7.742,0.27527996577612057
1,2011-02-04,A,5,0.09615384615384616,1.6066295800000001,,0,0,0,0,0,53,42.27,2.989,,,,,,212.5668812,7.742,0.4741385561404312
1,2011-02-11,A,6,0.11538461538461539,1.64961493,Super Bowl,1,0,0,0,0,54,36.39,3.022,,,,,,212.9367046,7.742,0.5005418849185538
1,2011-02-18,A,7,0.1346153846153846,1.68684278,,0,0,0,0,0,55,57.36,3.045,,,,,,213.2478853,7.742,0.5228586042001586
1,2011-02-25,A,8,0.15384615384615385,1.45680028,,0,0,0,0,0,56,62.9,3.065,,,,,,213.535609,7.742,0.3762424416333294
1,2011-03-04,A,9,0.17307692307692307,1.63626341,,0,0,0,0,0,57,59.58,3.288,,,,,,213.8233327,7.742,0.4924152337775259
1,2011-03-11,A,10,0.19230769230769232,1.55319163,,0,0,0,0,0,58,53.56,3.459,,,,,,214.1110564,7.742,0.4403119299862736
1,2011-03-18,A,11,0.21153846153846154,1.5768180600000001,,0,0,0,0,0,59,62.76,3.488,,,,,,214.3627114,7.742,0.4554089303676463
1,2011-03-25,A,12,0.23076923076923078,1.54110238,,0,0,0,0,0,60,69.97,3.473,,,,,,214.5999389,7.742,0.4324979915094396
1,2011-04-01,A,13,0.25,1.49506475,,0,0,0,0,0,61,59.17,3.524,,,,,,214.8371664,7.682,0.40216951694154324
1,2011-04-08,A,14,0.2692307692307692,1.6142593500000002,,0,0,0,0,0,62,67.84,3.622,,,,,,215.0743939,7.682,0.4788762446712084
1,2011-04-15,A,15,0.28846153846153844,1.559889,,0,0,0,0,0,63,71.27,3.743,,,,,,215.2918561,7.682,0.4446146648837369
1,2011-04-22,A,16,0.3076923076923077,1.5648198100000001,,0,0,0,0,0,64,72.99,3.807,,,,,,215.4599053,7.682,0.44777067998310793
1,2011-04-29,A,17,0.3269230769230769,1.45509069,,0,0,0,0,0,65,72.03,3.81,,,,,,215.6279544,7.682,0.37506822857793576
1,2011-05-06,A,18,0.34615384615384615,1.62939128,,0,0,0,0,0,66,64.61,3.906,,,,,,215.7960035,7.682,0.4882064972168953
1,2011-05-13,A,19,0.36538461538461536,1.60477558,,0,0,0,0,0,67,75.64,3.899,,,,,,215.9640526,7.682,0.47298392126030503
1,2011-05-20,A,20,0.38461538461538464,1.4282182700000001,,0,0,0,0,0,68,67.63,3.907,,,,,,215.7339202,7.682,0.3564277023770563
1,2011-05-27,A,21,0.40384615384615385,1.4660466699999999,,0,0,0,0,0,69,77.72,3.786,,,,,,215.5037878,7.682,0.3825694378827051
1,2011-06-03,A,22,0.4230769230769231,1.63507841,,0,0,0,0,0,70,83.0,3.699,,,,,,215.2736553,7.682,0.49169076038585197
1,2011-06-10,A,23,0.4423076923076923,1.58894832,,0,0,0,0,0,71,83.13,3.648,,,,,,215.0435229,7.682,0.46307236342592695
1,2011-06-17,A,24,0.46153846153846156,1.53211486,,0,0,0,0,0,72,86.41,3.637,,,,,,214.9980596,7.682,0.4266490423983374
1,2011-06-24,A,25,0.4807692307692308,1.4388301499999998,,0,0,0,0,0,73,83.58,3.594,,,,,,215.0910982,7.682,0.3638303875822482
1,2011-07-01,A,26,0.5,1.48853809,,0,0,0,0,0,74,85.55,3.524,,,,,,215.1841368,7.962,0.3977944906659385
1,2011-07-08,A,27,0.5192307692307693,1.5348496399999998,,0,0,0,0,0,75,85.83,3.48,,,,,,215.2771754,7.962,0.4284324218439209
1,2011-07-15,A,28,0.5384615384615384,1.45511997,,0,0,0,0,0,76,88.54,3.575,,,,,,215.3611087,7.962,0.3750883508325913
1,2011-07-22,A,29,0.5576923076923077,1.39692682,,0,0,0,0,0,77,85.77,3.651,,,,,,215.4222784,7.962,0.3342746952234391
1,2011-07-29,A,30,0.5769230769230769,1.3522197900000001,,0,0,0,0,0,78,86.83,3.682,,,,,,215.4834482,7.962,0.3017475309763072
1,2011-08-05,A,31,0.5961538461538461,1.62438375,,0,0,0,0,0,79,91.65,3.684,,,,,,215.544618,7.962,0.4851285130862969
1,2011-08-12,A,32,0.6153846153846154,1.5251470900000001,,0,0,0,0,0,80,90.76,3.638,,,,,,215.6057878,7.962,0.4220908578671521
1,2011-08-19,A,33,0.6346153846153846,1.5307614299999999,,0,0,0,0,0,81,89.94,3.554,,,,,,215.6693107,7.962,0.42576527827602584
1,2011-08-26,A,34,0.6538461538461539,1.46469346,,0,0,0,0,0,82,87.96,3.523,,,,,,215.7332258,7.962,0.38164597825398283
1,2011-09-02,A,35,0.6730769230769231,1.55022922,,0,0,0,0,0,83,87.83,3.533,,,,,,215.7971409,7.962,0.4384028038683813
1,2011-09-09,A,36,0.6923076923076923,1.54047124,Labor Day,0,1,0,0,0,84,76.0,3.546,,,,,,215.861056,7.962,0.43208836961708647
1,2011-09-16,A,37,0.7115384615384616,1.51425978,,0,0,0,0,0,85,79.94,3.526,,,,,,216.0410526,7.962,0.41492672550095505
1,2011-09-23,A,38,0.7307692307692307,1.38002027,,0,0,0,0,0,86,75.8,3.467,,,,,,216.3758246,7.962,0.3220981874670368
1,2011-09-30,A,39,0.75,1.39456183,,0,0,0,0,0,87,79.69,3.355,,,,,,216.7105965,7.962,0.3325802655750564
1,2011-10-07,A,40,0.7692307692307693,1.63098995,,0,0,0,0,0,88,69.31,3.285,,,,,,217.0453684,7.866,0.4891871617560053
1,2011-10-14,A,41,0.7884615384615384,1.49352593,,0,0,0,0,0,89,71.74,3.274,,,,,,217.3552733,7.866,0.40113972042488477
1,2011-10-21,A,42,0.8076923076923077,1.50256278,,0,0,0,0,0,90,63.71,3.353,,,,,,217.5159762,7.866,0.40717217024815505
1,2011-10-28,A,43,0.8269230769230769,1.4452490900000001,,0,0,0,0,0,91,66.57,3.372,,,,,,217.6766791,7.866,0.3682816873314006
1,2011-11-04,A,44,0.8461538461538461,1.6972295800000001,,0,0,0,0,0,92,54.98,3.332,,,,,,217.837382,7.866,0.5289972629002588
1,2011-11-11,A,45,0.8653846153846154,1.59493889,,0,0,0,0,0,93,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,0.46683542202320405
1,2011-11-18,A,46,0.8846153846153846,1.5394837,,0,0,0,0,0,94,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,0.43144710047316714
1,2011-11-25,A,47,0.9038461538461539,2.03332066,Thanksgiving,0,0,1,0,0,95,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,0.7096702497048466
1,2011-12-02,A,48,0.9230769230769231,1.58408395,,0,0,0,0,0,96,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,0.4600062907252243
1,2011-12-09,A,49,0.9423076923076923,1.79968238,,0,0,0,0,0,97,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,0.5876101937764502
1,2011-12-16,A,50,0.9615384615384616,1.8811766699999999,,0,0,0,0,0,98,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,0.6318974693533388
1,2011-12-23,A,51,0.9807692307692307,2.2701889900000003,,0,0,0,1,0,99,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,0.819863083534372
1,2011-12-30,A,52,1.0,1.49746272,Christmas,0,0,0,0,1,100,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,0.4037721558728782
1,2012-01-06,A,1,0.019230769230769232,1.5503699199999998,,0,0,0,0,0,101,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,0.43849356052136573
1,2012-01-13,A,2,0.038461538461538464,1.45960117,,0,0,0,0,0,102,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,0.37816322716931083
1,2012-01-20,A,3,0.057692307692307696,1.39439384,,0,0,0,0,0,103,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,0.33245979754323346
1,2012-01-27,A,4,0.07692307692307693,1.31932559,,0,0,0,0,0,104,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,0.2771206893692198
1,2012-02-03,A,5,0.09615384615384616,1.6363396499999998,,0,0,0,0,0,105,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,0.49246182665702626
1,2012-02-10,A,6,0.11538461538461539,1.80247743,Super Bowl,1,0,0,0,0,106,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,0.5891620686006529
1,2012-02-17,A,7,0.1346153846153846,1.81987,,0,0,0,0,0,107,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,0.5987650699661335
1,2012-02-24,A,8,0.15384615384615385,1.5393878300000001,,0,0,0,0,0,108,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,0.4313848244092933
1,2012-03-02,A,9,0.17307692307692307,1.68842076,,0,0,0,0,0,109,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,0.52379363051515
1,2012-03-09,A,10,0.19230769230769232,1.6754311599999998,,0,0,0,0,0,110,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,0.5160705411082526
1,2012-03-16,A,11,0.21153846153846154,1.67747278,,0,0,0,0,0,111,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,0.5172883632044775
1,2012-03-23,A,12,0.23076923076923078,1.51106807,,0,0,0,0,0,112,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,0.4128167319119008
1,2012-03-30,A,13,0.25,1.6496046299999998,,0,0,0,0,0,113,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,0.5005356410176476
1,2012-04-06,A,14,0.2692307692307692,1.8996768800000001,,0,0,0,0,0,114,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,0.6416838085521216
1,2012-04-13,A,15,0.28846153846153844,1.6210316999999999,,0,0,0,0,0,115,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,0.48306279839206095
1,2012-04-20,A,16,0.3076923076923077,1.5215778699999998,,0,0,0,0,0,116,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,0.41974786880206844
1,2012-04-27,A,17,0.3269230769230769,1.46892837,,0,0,0,0,0,117,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,0.3845331349409341
1,2012-05-04,A,18,0.34615384615384615,1.68451999,,0,0,0,0,0,118,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,0.5214806508169134
1,2012-05-11,A,19,0.36538461538461536,1.61109605,,0,0,0,0,0,119,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,0.47691472377075184
1,2012-05-18,A,20,0.38461538461538464,1.59590187,,0,0,0,0,0,120,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,0.4674390121749333
1,2012-05-25,A,21,0.40384615384615385,1.55544455,,0,0,0,0,0,121,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,0.44176138901845663
1,2012-06-01,A,22,0.4230769230769231,1.62447758,,0,0,0,0,0,122,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,0.4851862748621903
1,2012-06-08,A,23,0.4423076923076923,1.69723096,,0,0,0,0,0,123,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,0.528998075989693
1,2012-06-15,A,24,0.46153846153846156,1.630607,,0,0,0,0,0,124,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,0.4889523381357785
1,2012-06-22,A,25,0.4807692307692308,1.52784581,,0,0,0,0,0,125,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,0.42385877596674004
1,2012-06-29,A,26,0.5,1.54042149,,0,0,0,0,0,126,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,0.43205607378314204
1,2012-07-06,A,27,0.5192307692307693,1.76985416,,0,0,0,0,0,127,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,0.5708971477108177
1,2012-07-13,A,28,0.5384615384615384,1.52701404,,0,0,0,0,0,128,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,0.423314220693244
1,2012-07-20,A,29,0.5576923076923077,1.49795476,,0,0,0,0,0,129,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,0.40410068437196783
1,2012-07-27,A,30,0.5769230769230769,1.43912371,,0,0,0,0,0,130,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,0.36403439363328227
1,2012-08-03,A,31,0.5961538461538461,1.63113579,,0,0,0,0,0,131,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,0.4892765758446831
1,2012-08-10,A,32,0.6153846153846154,1.59240997,,0,0,0,0,0,132,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,0.46524857311412626
1,2012-08-17,A,33,0.6346153846153846,1.59786805,,0,0,0,0,0,133,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,0.4686702719698744
1,2012-08-24,A,34,0.6538461538461539,1.4941223799999999,,0,0,0,0,0,134,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,0.40153899767979295
1,2012-08-31,A,35,0.6730769230769231,1.5820834,,0,0,0,0,0,135,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,0.4587425860342948
1,2012-09-07,A,36,0.6923076923076923,1.66176733,Labor Day,0,1,0,0,0,136,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,0.5078816926500314
1,2012-09-14,A,37,0.7115384615384616,1.51742887,,0,0,0,0,0,137,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,0.4170173697063133
1,2012-09-21,A,38,0.7307692307692307,1.5061260600000002,,0,0,0,0,0,138,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,0.40954083105390177
1,2012-09-28,A,39,0.75,1.43705926,,0,0,0,0,0,139,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,0.3625988449383153
1,2012-10-05,A,40,0.7692307692307693,1.67078597,,0,0,0,0,0,140,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,0.5132941564306208
1,2012-10-12,A,41,0.7884615384615384,1.57307281,,0,0,0,0,0,141,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,0.4530309103539291
1,2012-10-19,A,42,0.8076923076923077,1.50806877,,0,0,0,0,0,142,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,0.41082987199423454
1,2012-10-26,A,43,0.8269230769230769,1.49365974,,0,0,0,0,0,143,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,0.40122930976741106
2,2010-02-05,A,5,0.09615384615384616,2.13698946,,0,0,0,0,0,1,40.19,2.572,,,,,,210.7526053,8.324,0.7593980441769766
2,2010-02-12,A,6,0.11538461538461539,2.1378095,Super Bowl,1,0,0,0,0,2,38.49,2.548,,,,,,210.8979935,8.324,0.7597817066685848
2,2010-02-19,A,7,0.1346153846153846,2.12445154,,0,0,0,0,0,3,39.69,2.514,,,,,,210.9451605,8.324,0.7535136702396171
2,2010-02-26,A,8,0.15384615384615385,1.86509727,,0,0,0,0,0,4,46.1,2.561,,,,,,210.9759573,8.324,0.6233132072317068
2,2010-03-05,A,9,0.17307692307692307,1.9910131299999998,,0,0,0,0,0,5,47.17,2.625,,,,,,211.0067542,8.324,0.6886436197363566
2,2010-03-12,A,10,0.19230769230769232,1.99048378,,0,0,0,0,0,6,57.56,2.667,,,,,,211.037551,8.324,0.6883777147186787
2,2010-03-19,A,11,0.21153846153846154,1.9460708800000002,,0,0,0,0,0,7,54.52,2.72,,,,,,210.8733316,8.324,0.6658124065331787
2,2010-03-26,A,12,0.23076923076923078,1.75019781,,0,0,0,0,0,8,51.26,2.732,,,,,,210.6766095,8.324,0.5597288158332434
2,2010-04-02,A,13,0.25,2.06618772,,0,0,0,0,0,9,63.27,2.719,,,,,,210.4798874,8.2,0.7257052281380323
2,2010-04-09,A,14,0.2692307692307692,1.95468921,,0,0,0,0,0,10,65.41,2.77,,,,,,210.2831653,8.2,0.6702312089329548
2,2010-04-16,A,15,0.28846153846153844,1.87495794,,0,0,0,0,0,11,68.07,2.808,,,,,,210.1495463,8.2,0.6285862271707731
2,2010-04-23,A,16,0.3076923076923077,1.82199093,,0,0,0,0,0,12,65.11,2.795,,,,,,210.1000648,8.2,0.5999298207792728
2,2010-04-30,A,17,0.3269230769230769,1.8024502900000001,,0,0,0,0,0,13,66.98,2.78,,,,,,210.0505833,8.2,0.589147011433293
2,2010-05-07,A,18,0.34615384615384615,2.04258171,,0,0,0,0,0,14,71.28,2.835,,,,,,210.0011018,8.2,0.7142145518478071
2,2010-05-14,A,19,0.36538461538461536,1.88075236,,0,0,0,0,0,15,73.31,2.854,,,,,,209.9984585,8.2,0.631671888275963
2,2010-05-21,A,20,0.38461538461538464,1.8969371000000002,,0,0,0,0,0,16,74.83,2.826,,,,,,210.2768443,8.2,0.6402405327858608
2,2010-05-28,A,21,0.40384615384615385,1.9571138899999998,,0,0,0,0,0,17,81.13,2.759,,,,,,210.5552301,8.2,0.6714708829393069
2,2010-06-04,A,22,0.4230769230769231,2.1025399300000003,,0,0,0,0,0,18,81.81,2.705,,,,,,210.833616,8.2,0.7431461043612021
2,2010-06-11,A,23,0.4423076923076923,2.02553876,,0,0,0,0,0,19,83.4,2.668,,,,,,211.1120018,8.2,0.7058357194933155
2,2010-06-18,A,24,0.46153846153846156,2.00163696,,0,0,0,0,0,20,85.81,2.637,,,,,,211.1096543,8.2,0.6939653257878471
2,2010-06-25,A,25,0.4807692307692308,1.93992709,,0,0,0,0,0,21,86.26,2.653,,,,,,210.9950134,8.2,0.6626503898947711
2,2010-07-02,A,26,0.5,2.0039406399999997,,0,0,0,0,0,22,82.74,2.669,,,,,,210.8803726,8.099,0.6951155620254319
2,2010-07-09,A,27,0.5192307692307693,1.8809026199999999,,0,0,0,0,0,23,82.59,2.642,,,,,,210.7657317,8.099,0.631751778643835
2,2010-07-16,A,28,0.5384615384615384,1.8458797900000001,,0,0,0,0,0,24,85.32,2.623,,,,,,210.7577954,8.099,0.6129560147837168
2,2010-07-23,A,29,0.5576923076923077,1.78171771,,0,0,0,0,0,25,87.66,2.608,,,,,,210.8921319,8.099,0.5775779046033825
2,2010-07-30,A,30,0.5769230769230769,1.80424616,,0,0,0,0,0,26,83.49,2.64,,,,,,211.0264684,8.099,0.5901428646598194
2,2010-08-06,A,31,0.5961538461538461,1.99190998,,0,0,0,0,0,27,89.53,2.627,,,,,,211.1608049,8.099,0.6890939673782209
2,2010-08-13,A,32,0.6153846153846154,1.89560105,,0,0,0,0,0,28,89.05,2.692,,,,,,211.2951413,8.099,0.6395359650254707
2,2010-08-20,A,33,0.6346153846153846,1.9643352299999999,,0,0,0,0,0,29,88.7,2.664,,,,,,211.2596586,8.099,0.6751538827395507
2,2010-08-27,A,34,0.6538461538461539,1.86384049,,0,0,0,0,0,30,87.12,2.619,,,,,,211.2241759,8.099,0.6226391385673982
2,2010-09-03,A,35,0.6730769230769231,1.90460809,,0,0,0,0,0,31,81.83,2.577,,,,,,211.1886931,8.099,0.6442762603798344
